,0,1,2,3,4,5,6,7,8,9
35,1228.0,1150.0,1173.0,1792.0,1603.0,1673.0,1446.0,1559.0,864.0,1024.0
36,1272.0,1104.0,1023.0,1558.0,1603.0,1328.0,1493.0,1435.0,788.0,986.0
37,1234.0,1104.0,1196.0,1625.0,1664.0,1370.0,1460.0,1486.0,823.0,1039.0
38,1403.0,1104.0,1219.0,1590.0,1731.0,1353.0,1430.0,1460.0,866.0,1029.0
39,1192.0,1127.0,1242.0,1713.0,1687.0,1437.0,1393.0,1532.0,877.0,1087.0
40,1484.0,1334.0,1472.0,1694.0,1828.0,1450.0,1479.0,1620.0,1070.0,1074.0
41,1656.0,1219.0,1857.0,1704.0,2036.0,1580.0,1565.0,1713.0,1196.0,1160.0
42,1657.0,1449.0,1633.0,1849.0,1972.0,1496.0,1606.0,1740.0,1151.0,1222.0
43,1457.0,1161.0,1391.0,1331.0,1597.0,1114.0,1332.0,1669.0,917.0,916.0
44,1464.0,817.0,1299.0,983.0,1344.0,992.0,1121.0,1583.0,647.0,901.0
45,964.0,817.0,828.0,1040.0,1156.0,858.0,1021.0,1265.0,590.0,794.0
46,798.0,667.0,575.0,728.0,888.0,706.0,935.0,1035.0,508.0,648.0
47,776.0,483.0,564.0,553.0,831.0,509.0,749.0,863.0,429.0,590.0
48,589.0,541.0,184.0,392.0,683.0,442.0,660.0,770.0,306.0,553.0
49,501.0,380.0,429.0,449.0,705.0,589.0,636.0,650.0,324.0,480.0
50,534.0,357.0,232.0,340.0,605.0,446.0,553.0,621.0,233.0,454.0
51,435.0,334.0,150.0,336.0,572.0,408.0,599.0,731.0,269.0,422.0
52,534.0,610.0,219.0,531.0,549.0,538.0,715.0,675.0,327.0,409.0
53,786.0,863.0,311.0,911.0,1001.0,958.0,1286.0,968.0,529.0,533.0
54,1053.0,1265.0,506.0,1465.0,1266.0,1093.0,1722.0,1195.0,662.0,863.0
55,1430.0,1371.0,831.0,1774.0,1673.0,1278.0,1775.0,1440.0,796.0,1365.0
56,1350.0,1541.0,1196.0,1838.0,2040.0,1425.0,1721.0,1633.0,1053.0,1453.0
57,1427.0,1115.0,1069.0,1491.0,1652.0,1244.0,1501.0,1387.0,752.0,993.0
58,1207.0,1140.0,909.0,1511.0,1469.0,1328.0,1273.0,1348.0,569.0,972.0
59,1189.0,1403.0,1046.0,1579.0,1442.0,1290.0,1456.0,1493.0,929.0,820.0
60,1373.0,1104.0,1023.0,1610.0,1589.0,1404.0,1481.0,1502.0,824.0,929.0
61,1477.0,1276.0,1131.0,1640.0,1610.0,1286.0,1513.0,1539.0,825.0,958.0
62,1376.0,1150.0,1311.0,1668.0,1784.0,1341.0,1476.0,1529.0,900.0,1054.0
63,1380.0,1115.0,1426.0,1707.0,1779.0,1534.0,1425.0,1618.0,929.0,1107.0
64,1574.0,1161.0,1299.0,1587.0,1846.0,1614.0,1397.0,1484.0,963.0,1106.0
65,1613.0,1334.0,1646.0,1772.0,1910.0,1538.0,1616.0,1792.0,1229.0,1170.0
66,1647.0,1265.0,1667.0,1786.0,1964.0,1614.0,1601.0,1872.0,1158.0,1235.0
67,1615.0,1104.0,1414.0,1297.0,1678.0,1185.0,1370.0,1684.0,907.0,1017.0
68,1021.0,909.0,1081.0,1191.0,1332.0,900.0,1211.0,1444.0,750.0,796.0
69,791.0,943.0,725.0,1024.0,1139.0,782.0,996.0,1244.0,659.0,769.0
70,799.0,667.0,759.0,839.0,1037.0,727.0,938.0,1029.0,531.0,690.0
71,732.0,483.0,485.0,581.0,789.0,543.0,750.0,886.0,394.0,592.0
72,561.0,404.0,368.0,389.0,778.0,362.0,670.0,736.0,346.0,524.0
73,508.0,483.0,207.0,391.0,627.0,337.0,672.0,650.0,271.0,460.0
74,423.0,391.0,230.0,377.0,516.0,349.0,528.0,645.0,255.0,387.0
75,393.0,334.0,303.0,405.0,605.0,400.0,675.0,606.0,278.0,386.0
76,487.0,498.0,0.0,340.0,682.0,412.0,713.0,709.0,273.0,469.0
77,818.0,782.0,552.0,915.0,955.0,769.0,1164.0,978.0,538.0,585.0
78,1056.0,1184.0,507.0,1518.0,1184.0,1131.0,1752.0,1300.0,623.0,846.0
79,1451.0,1368.0,1115.0,1877.0,1816.0,1475.0,1882.0,1561.0,835.0,1327.0
80,1493.0,1422.0,1299.0,1847.0,2100.0,1513.0,1873.0,1640.0,1172.0,1502.0
81,1316.0,1357.0,1207.0,1688.0,1779.0,1366.0,1722.0,1668.0,886.0,1036.0
82,1284.0,1096.0,1081.0,1671.0,1641.0,1395.0,1543.0,1469.0,859.0,1078.0
83,1369.0,1148.0,1104.0,1628.0,1792.0,1660.0,1404.0,1504.0,863.0,1006.0
84,1128.0,1000.0,1196.0,1500.0,1581.0,1264.0,1474.0,1353.0,810.0,878.0
85,1250.0,1115.0,1100.0,1584.0,1681.0,1479.0,1462.0,1518.0,858.0,1049.0
86,1332.0,1115.0,1247.0,1728.0,1692.0,1429.0,1490.0,1573.0,868.0,976.0
87,1408.0,1150.0,1276.0,1631.0,1784.0,1568.0,1493.0,1641.0,879.0,1084.0
88,1555.0,1552.0,1460.0,1824.0,1807.0,1774.0,1432.0,1657.0,1041.0,1040.0
89,1586.0,1222.0,1725.0,1828.0,1977.0,1635.0,1642.0,1826.0,1222.0,1188.0
90,1674.0,1276.0,1564.0,1709.0,2002.0,1669.0,1574.0,1776.0,1223.0,1190.0
91,1428.0,1046.0,1562.0,1377.0,1751.0,1202.0,1399.0,1670.0,958.0,920.0
92,1253.0,903.0,1138.0,1154.0,1365.0,975.0,1106.0,1560.0,675.0,893.0
93,1042.0,782.0,909.0,959.0,1238.0,929.0,990.0,1185.0,692.0,836.0
94,805.0,667.0,564.0,812.0,1057.0,845.0,906.0,1102.0,474.0,627.0
95,688.0,438.0,345.0,490.0,821.0,610.0,689.0,867.0,488.0,627.0
96,572.0,414.0,276.0,430.0,728.0,404.0,726.0,736.0,336.0,570.0
97,481.0,334.0,244.0,430.0,674.0,513.0,589.0,709.0,268.0,498.0
98,538.0,391.0,242.0,269.0,626.0,290.0,489.0,673.0,262.0,437.0
99,434.0,334.0,230.0,285.0,609.0,295.0,592.0,602.0,299.0,423.0
100,449.0,368.0,207.0,510.0,661.0,530.0,765.0,745.0,364.0,484.0
101,802.0,764.0,242.0,961.0,883.0,761.0,1289.0,1044.0,438.0,624.0
102,957.0,1173.0,541.0,1478.0,1235.0,1148.0,1758.0,1207.0,621.0,771.0
103,1406.0,1334.0,851.0,1767.0,1732.0,1395.0,1840.0,1533.0,806.0,1352.0
104,1305.0,1317.0,1191.0,1734.0,2041.0,1471.0,1873.0,1635.0,1145.0,1624.0
105,1319.0,1391.0,1196.0,1796.0,1828.0,1437.0,1735.0,1694.0,927.0,1117.0
106,1245.0,1207.0,1253.0,1802.0,1710.0,1321.0,1613.0,1516.0,886.0,1101.0
107,1241.0,1173.0,1097.0,1844.0,1647.0,1551.0,1548.0,1633.0,934.0,1123.0
108,1118.0,1104.0,1000.0,1546.0,1638.0,1274.0,1487.0,1408.0,823.0,922.0
109,1275.0,1127.0,1394.0,1833.0,1847.0,1442.0,1614.0,1568.0,834.0,1033.0
110,1408.0,1598.0,1138.0,1571.0,1873.0,1576.0,1526.0,1608.0,1058.0,1157.0
111,1458.0,1288.0,1184.0,1628.0,1931.0,1748.0,1501.0,1683.0,915.0,1143.0
112,1574.0,1288.0,1495.0,1784.0,1905.0,1517.0,1530.0,1705.0,1060.0,1192.0
113,1565.0,1299.0,1690.0,1817.0,2015.0,1690.0,1630.0,1804.0,1241.0,1206.0
114,1605.0,1253.0,1702.0,1828.0,2041.0,1580.0,1698.0,1722.0,1201.0,1211.0
115,1520.0,1196.0,1437.0,1363.0,1761.0,1240.0,1400.0,1706.0,1001.0,1035.0
116,1390.0,934.0,1219.0,1225.0,1461.0,1122.0,1269.0,1673.0,756.0,1031.0
117,1175.0,851.0,921.0,1042.0,1238.0,958.0,1104.0,1355.0,624.0,860.0
118,1005.0,713.0,737.0,893.0,1090.0,803.0,987.0,1234.0,513.0,744.0
119,791.0,633.0,411.0,557.0,1005.0,597.0,788.0,1002.0,470.0,681.0
